"TOP 15","Song Name","Streams","Artist","Artist Followers","Genre","Release Date","Popularity","Danceability","Energy","Loudness","Speechiness","Acousticness","Liveness","Tempo","Duration (ms)","Valence","Chord"
1,"Beggin'","48,633,449","Måneskin",3377762,"['indie rock italiano', 'italian pop']","2017-12-08",100,0.714,0.8,-4.808,0.0504,0.127,0.359,134.002,211560,0.589,"B"
1,"STAY (with Justin Bieber)","47,248,719","The Kid LAROI",2230022,"['australian hip hop']","2021-07-09",99,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,141806,0.478,"C#/Db"
1,"good 4 u","40,162,559","Olivia Rodrigo",6266514,"['pop']","2021-05-21",99,0.563,0.664,-5.044,0.154,0.335,0.0849,166.928,178147,0.688,"A"
1,"Bad Habits","37,799,456","Ed Sheeran",83293380,"['pop', 'uk pop']","2021-06-25",98,0.808,0.897,-3.712,0.0348,0.0469,0.364,126.026,231041,0.591,"B"
1,"INDUSTRY BABY (feat. Jack Harlow)","33,948,454","Lil Nas X",5473565,"['lgbtq+ hip hop', 'pop rap']","2021-07-23",96,0.736,0.704,-7.409,0.0615,0.0203,0.0501,149.995,212000,0.894,"D#/Eb"
1,"MONTERO (Call Me By Your Name)","30,071,134","Lil Nas X",5473565,"['lgbtq+ hip hop', 'pop rap']","2021-03-31",97,0.61,0.508,-6.682,0.152,0.297,0.384,178.818,137876,0.758,"G#/Ab"
1,"Kiss Me More (feat. SZA)","29,356,736","Doja Cat",8640063,"['dance pop', 'pop']","2021-04-09",94,0.762,0.701,-3.541,0.0286,0.235,0.123,110.968,208867,0.742,"G#/Ab"
1,"Todo De Ti","26,951,613","Rauw Alejandro",6080597,"['puerto rican pop', 'trap latino']","2021-05-20",95,0.78,0.718,-3.605,0.0506,0.31,0.0932,127.949,199604,0.342,"D#/Eb"
1,"Yonaguni","25,030,128","Bad Bunny",36142273,"['latin', 'reggaeton', 'trap latino']","2021-06-04",96,0.644,0.648,-4.601,0.118,0.276,0.135,179.951,206710,0.44,"C#/Db"
1,"I WANNA BE YOUR SLAVE","24,551,591","Måneskin",3377762,"['indie rock italiano', 'italian pop']","2021-03-19",95,0.75,0.608,-4.008,0.0387,0.00165,0.178,132.507,173347,0.958,"C#/Db"
1,"Levitating (feat. DaBaby)","23,518,010","Dua Lipa",27142474,"['dance pop', 'pop', 'uk pop']","2020-10-01",89,0.702,0.825,-3.787,0.0601,0.00883,0.0674,102.977,203064,0.915,"F#/Gb"
1,"Qué Más Pues?","22,405,111","J Balvin, Maria Becerra",29051363,"['latin', 'reggaeton', 'reggaeton colombiano']","2021-05-28",95,0.891,0.819,-3.964,0.106,0.0261,0.173,101.968,217773,0.768,"G#/Ab"
1,"Permission to Dance","22,062,812","BTS",37106176,"['k-pop', 'k-pop boy group']","2021-07-09",95,0.702,0.741,-5.33,0.0427,0.00544,0.337,124.925,187585,0.646,"A"
1,"Peaches (feat. Daniel Caesar & Giveon)","20,294,457","Justin Bieber",48504126,"['canadian pop', 'pop', 'post-teen pop']","2021-03-19",94,0.677,0.696,-6.181,0.119,0.321,0.42,90.03,198082,0.464,"C"
1,"Butter","19,985,713","BTS",37106176,"['k-pop', 'k-pop boy group']","2021-06-04",95,0.759,0.459,-5.187,0.0948,0.00323,0.0906,109.997,164442,0.695,"G#/Ab"
1,"traitor","19,480,679","Olivia Rodrigo",6266514,"['pop']","2021-05-21",94,0.38,0.339,-7.885,0.0338,0.691,0.12,100.607,229227,0.0849,"D#/Eb"
1,"deja vu","18,571,755","Olivia Rodrigo",6266514,"['pop']","2021-05-21",93,0.442,0.612,-7.222,0.112,0.584,0.37,180.917,215507,0.178,"D"
1,"Save Your Tears (with Ariana Grande) (Remix)","18,053,141","The Weeknd",35305637,"['canadian contemporary r&b', 'canadian pop', 'pop']","2021-04-23",94,0.65,0.825,-4.645,0.0325,0.0215,0.0936,118.091,191014,0.593,"C"
1,"AM Remix","17,617,965","Nio Garcia, J Balvin, Bad Bunny",2123734,"['latin', 'reggaeton', 'trap latino']","2021-06-24",93,0.743,0.655,-5.015,0.159,0.114,0.0764,172.031,261335,0.785,"F#/Gb"
0,"Need To Know","16,908,917","Doja Cat",8640063,"['dance pop', 'pop']","2021-06-25",90,0.664,0.609,-6.509,0.0707,0.304,0.0926,130.041,210560,0.194,"C#/Db"
0,"Volando - Remix","16,606,925","Mora, Bad Bunny, Sech",151486,"['reggaeton', 'trap latino']","2021-07-08",91,0.659,0.688,-4.649,0.0673,0.207,0.113,153.979,273474,0.632,"F#/Gb"
0,"Ain't Shit","16,126,897","Doja Cat",8640063,"['dance pop', 'pop']","2021-06-25",90,0.855,0.488,-4.601,0.208,0.506,0.347,124.097,174253,0.619,"D#/Eb"
1,"drivers license","15,684,978","Olivia Rodrigo",6266514,"['pop']","2021-05-21",92,0.561,0.431,-8.81,0.0578,0.768,0.106,143.875,242013,0.137,"A#/Bb"
0,"Heat Waves","15,089,184","Glass Animals",1890510,"['gauze pop', 'indietronica', 'shiver pop']","2020-08-07",85,0.761,0.525,-6.9,0.0944,0.44,0.0921,80.87,238805,0.531,"B"
1,"Blinding Lights","15,011,809","The Weeknd",35305637,"['canadian contemporary r&b', 'canadian pop', 'pop']","2020-03-20",92,0.514,0.73,-5.934,0.0598,0.00146,0.0897,171.005,200040,0.334,"C#/Db"
1,"happier","14,849,078","Olivia Rodrigo",6266514,"['pop']","2021-05-21",92,0.395,0.443,-9.72,0.133,0.765,0.0839,168.924,175933,0.338,"F#/Gb"
0,"Pepas","14,809,458","Farruko",10502148,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']","2021-06-24",92,0.762,0.766,-3.955,0.0343,0.00776,0.128,130.001,287120,0.442,"G"
0,"Motley Crew","14,329,162","Post Malone",33651775,"['dfw rap', 'melodic rap', 'rap']","2021-07-09",90,0.797,0.631,-3.818,0.0786,0.0904,0.0998,129.915,184213,0.288,"D#/Eb"
1,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","14,273,637","Riton, Nightcrawlers",83689,"['dance pop', 'house', 'pop dance', 'tropical house', 'uk dance']","2021-01-15",92,0.824,0.862,-3.424,0.126,0.0076,0.303,122.98,169153,0.801,"D"
1,"Astronaut In The Ocean","14,174,752","Masked Wolf",365975,"['australian hip hop']","2021-01-06",89,0.778,0.695,-6.865,0.0913,0.175,0.15,149.996,132780,0.472,"E"
1,"Leave The Door Open","13,963,568","Bruno Mars, Anderson .Paak, Silk Sonic",32574754,"['dance pop', 'pop', 'post-teen pop']","2021-03-05",92,0.586,0.616,-7.964,0.0324,0.182,0.0927,148.088,242096,0.719,"F"
0,"Don't Go Yet","13,205,250","Camila Cabello",22683756,"['dance pop', 'electropop', 'pop', 'post-teen pop']","2021-07-23",88,0.666,0.796,-6.967,0.103,0.0492,0.0442,110.108,164842,0.61,"A#/Bb"
1,"favorite crime","12,818,935","Olivia Rodrigo",6266514,"['pop']","2021-05-21",91,0.369,0.272,-10.497,0.0364,0.866,0.147,172.929,152667,0.218,"A"
1,"Pareja Del Año","12,572,307","Sebastian Yatra, Myke Towers",16216789,"['colombian pop', 'latin', 'reggaeton', 'reggaeton colombiano']","2021-04-16",91,0.715,0.622,-5.102,0.046,0.163,0.0948,80.015,195053,0.808,"E"
1,"Watermelon Sugar","11,996,689","Harry Styles",16112621,"['pop', 'post-teen pop']","2019-12-13",90,0.548,0.816,-4.209,0.0465,0.122,0.335,95.39,174000,0.557,"C"
1,"RAPSTAR","11,683,383","Polo G",4840346,"['chicago rap']","2021-04-09",89,0.789,0.536,-6.862,0.242,0.41,0.129,81.039,165926,0.437,"F#/Gb"
1,"You Right","11,629,418","Doja Cat, The Weeknd",8640063,"['dance pop', 'pop']","2021-06-25",89,0.828,0.621,-6.414,0.0565,0.0164,0.0845,128.986,186173,0.436,"G#/Ab"
0,"911 - Remix","11,553,846","Sech, Jhay Cortez",8758283,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']","2021-07-09",89,0.816,0.71,-3.728,0.0398,0.165,0.292,93.02,208631,0.784,"G"
1,"D�?KITI","11,524,288","Bad Bunny, Jhay Cortez",36142273,"['latin', 'reggaeton', 'trap latino']","2020-11-27",86,0.731,0.573,-10.059,0.0544,0.401,0.113,109.928,205090,0.145,"E"
0,"Miénteme","11,477,024","TINI, Maria Becerra",2936204,"['latin pop', 'pop argentino']","2021-04-29",90,0.85,0.541,-4.522,0.0674,0.161,0.286,92.003,165275,0.916,"D"
0,"jealousy, jealousy","11,287,301","Olivia Rodrigo",6266514,"['pop']","2021-05-21",90,0.695,0.575,-6.334,0.116,0.198,0.0614,163.929,173160,0.699,"A#/Bb"
0,"Poblado - Remix","11,283,626","J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",29051363,"['latin', 'reggaeton', 'reggaeton colombiano']","2021-06-18",89,0.813,0.809,-5.382,0.0846,0.102,0.377,93.005,393280,0.646,"D#/Eb"
1,"Dynamite","11,196,819","BTS",37106176,"['k-pop', 'k-pop boy group']","2020-11-20",89,0.746,0.765,-4.41,0.0993,0.0112,0.0936,114.044,199054,0.737,"F#/Gb"
1,"The Business","10,739,770","Tiësto",5785065,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'pop dance', 'slap house', 'trance', 'tropical house']","2020-09-16",90,0.798,0.62,-7.079,0.232,0.414,0.112,120.031,164000,0.235,"G#/Ab"
0,"Heartbreak Anthem (with David Guetta & Little Mix)","10,315,460","Galantis",3120157,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']","2021-05-20",89,0.595,0.784,-4.878,0.102,0.216,0.0608,124.111,183726,0.479,"C#/Db"
1,"Mood (feat. iann dior)","10,222,056","24kGoldn",1274433,"['cali rap']","2021-03-26",89,0.701,0.716,-3.671,0.0361,0.174,0.324,91.007,140533,0.732,"G"
0,"Entre Nosotros","10,215,216","Tiago PZK, LIT killah",375865,"['trap argentino']","2021-07-08",89,0.729,0.513,-6.345,0.0455,0.494,0.137,170.064,192353,0.789,"F"
0,"Fiel - Remix","10,032,746","Wisin, Jhay Cortez, Anuel AA, Los Legendarios, Myke Towers",6929075,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']","2021-06-15",89,0.839,0.711,-4.733,0.0473,0.398,0.118,97.99,349547,0.573,"F#/Gb"
0,"Build a Bitch","9,841,998","Bella Poarch",389076,"[]","2021-05-14",89,0.855,0.463,-7.454,0.0367,0.217,0.347,102.931,122773,0.866,"D#/Eb"
0,"Nicky Jam: Bzrp Music Sessions, Vol. 41","9,799,701","Bizarrap, Nicky Jam",3126961,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']","2021-06-30",88,0.627,0.849,-3.167,0.153,0.0913,0.145,89.907,158087,0.818,"C#/Db"
0,"Tiroteo - Remix","9,781,153","Marc Seguí, Rauw Alejandro, Pol Granch",45362,"[]","2021-04-01",88,0.75,0.522,-7.018,0.0293,0.282,0.0743,110.427,321556,0.601,"A"
0,"NDA","9,635,619","Billie Eilish",47014200,"['electropop', 'pop']","2021-07-30",84,0.765,0.373,-9.921,0.0713,0.341,0.112,85.016,195777,0.554,"G#/Ab"
0,"Rasputin","9,600,707","Majestic, Boney M.",32178,"['house', 'pop dance', 'uk dance']","2021-06-25",49,0.83,0.839,-6.985,0.0699,0.00201,0.0353,128.012,345543,0.59,"F#/Gb"
0,"Leave Before You Love Me (with Jonas Brothers)","9,428,494","Marshmello",31541310,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']","2021-05-21",89,0.721,0.738,-4.77,0.0403,0.00226,0.118,119.976,154983,0.637,"G"
0,"Freaks","9,319,465","Surf Curse",495226,"['dreamo', 'indie surf', 'surf punk', 'vegas indie']","2021-05-15",89,0.345,0.941,-9.918,0.0466,0.0000384,0.0511,179.626,147062,0.407,"A"
0,"Meu Pedaço de Pecado","9,206,366","João Gomes",409173,"[]","2021-06-01",83,0.668,0.887,-4.404,0.0564,0.369,0.257,151.92,157176,0.907,"B"
0,"2/Catorce","9,086,979","Rauw Alejandro, Mr. Naisgai",6080597,"['puerto rican pop', 'trap latino']","2021-02-14",87,0.54,0.455,-5.988,0.224,0.675,0.12,83.876,212032,0.432,"D#/Eb"
0,"Beautiful Mistakes (feat. Megan Thee Stallion)","9,048,966","Maroon 5",32262679,"['pop', 'pop rock']","2021-06-11",88,0.713,0.676,-5.483,0.027,0.0377,0.154,99.048,227395,0.721,"A#/Bb"
0,"Run","9,017,356","OneRepublic",12169108,"['dance pop', 'piano rock', 'pop', 'pop rock']","2021-05-05",88,0.682,0.72,-8.173,0.0381,0.326,0.148,117.003,169011,0.673,"B"
0,"Thot Shit","8,977,336","Megan Thee Stallion",4787261,"['houston rap', 'pop', 'pop rap', 'trap queen']","2021-06-11",88,0.95,0.693,-3.424,0.0898,0.0133,0.173,130.02,184635,0.891,"A"
0,"Your Love (9PM)","8,935,418","ATB, Topic, A7S",291777,"['german dance', 'german techno', 'german trance', 'trance']","2021-01-15",88,0.669,0.784,-5.603,0.112,0.194,0.115,125.993,150053,0.517,"G"
1,"brutal","8,881,356","Olivia Rodrigo",6266514,"['pop']","2021-05-21",89,0.672,0.526,-6.446,0.0599,0.0311,0.28,123.999,143747,0.28,"E"
1,"Save Your Tears","8,843,110","The Weeknd",35305637,"['canadian contemporary r&b', 'canadian pop', 'pop']","2021-04-23",94,0.65,0.825,-4.645,0.0325,0.0215,0.0936,118.091,191014,0.593,"C"
1,"Heartbreak Anniversary","8,832,945","Giveon",1398563,"['pop', 'r&b']","2020-03-27",87,0.449,0.465,-8.964,0.0791,0.524,0.303,89.087,198371,0.543,"C"
1,"Don't Start Now","8,821,971","Dua Lipa",1250353,"[]","2021-08-13",0,0.793,0.793,-4.521,0.083,0.0123,0.0951,123.95,183290,0.679,"B"
0,"Dinero","8,564,775","Trinidad Cardona",116817,"[]","2018-02-02",87,0.708,0.782,-4.687,0.0674,0.00772,0.107,119.997,160880,0.484,"D"
0,"Sweater Weather","8,564,017","The Neighbourhood",6662605,"['modern alternative rock', 'modern rock', 'pop']","2013-04-19",87,0.612,0.807,-2.81,0.0336,0.0495,0.101,124.053,240400,0.398,"A#/Bb"
0,"Sobrio","8,514,480","Maluma",26769304,"['latin', 'reggaeton', 'reggaeton colombiano']","2021-07-08",87,0.762,0.77,-2.758,0.223,0.138,0.15,177.998,201181,0.631,"F"
1,"Someone You Loved","8,490,162","Lewis Capaldi",8384096,"['pop', 'uk pop']","2019-05-17",86,0.501,0.405,-5.679,0.0319,0.751,0.105,109.891,182161,0.446,"C#/Db"
0,"Over The Top (feat. Drake)","8,269,753","Smiley",26131,"['canadian hip hop', 'toronto rap']","2021-07-23",83,0.833,0.498,-5.196,0.117,0.0493,0.119,139.928,153406,0.259,"A#/Bb"
0,"2055","8,133,401","Sleepy Hallow",408696,"['brooklyn drill', 'nyc rap']","2021-06-02",85,0.829,0.512,-5.865,0.187,0.492,0.12,80.511,123987,0.638,"F#/Gb"
0,"EL MAKINON","8,102,107","KAROL G, Mariah Angeliq",17775316,"['latin', 'reggaeton', 'reggaeton colombiano']","2021-03-26",87,0.635,0.706,-3.224,0.125,0.256,0.108,88.863,209160,0.443,"F"
0,"Loco","8,093,413","Justin Quiles, Chimbala, Zion & Lennox",2895789,"['latin', 'reggaeton', 'trap latino']","2021-05-13",87,0.77,0.899,-2.981,0.0494,0.222,0.0894,128.05,231604,0.851,"G#/Ab"
0,"Love Tonight - Edit","8,006,336","Shouse",27116,"['aussietronica']","2017-12-14",87,0.727,0.681,-7.114,0.0265,0.00214,0.0861,123.028,241970,0.448,"F"
1,"ZITTI E BUONI","7,975,148","Måneskin",3377762,"['indie rock italiano', 'italian pop']","2021-03-19",86,0.625,0.939,-3.115,0.0669,0.00138,0.424,102.999,194787,0.644,"E"
1,"telepatía","7,912,399","Kali Uchis",1999954,"['colombian pop', 'pop']","2020-12-04",88,0.653,0.524,-9.016,0.0502,0.112,0.203,83.97,160191,0.553,"B"
1,"Botella Tras Botella","7,735,223","Gera MX, Christian Nodal",2043294,"['mexican hip hop', 'rap conciencia']","2021-04-23",87,0.727,0.546,-4.572,0.0437,0.656,0.122,106.891,197333,0.69,"C"
1,"Fiel","7,717,211","Los Legendarios, Wisin, Jhay Cortez",31488,"['reggaeton', 'trap latino']","2021-02-04",88,0.849,0.701,-4.407,0.06,0.407,0.112,98.005,261667,0.505,"F#/Gb"
1,"Dance Monkey","7,687,058","Tones And I",2819593,"['australian pop', 'pop']","2019-10-17",83,0.824,0.588,-6.4,0.0924,0.692,0.149,98.027,209438,0.513,"F#/Gb"
1,"WITHOUT YOU","7,642,130","The Kid LAROI",2230022,"['australian hip hop']","2020-11-06",87,0.662,0.413,-7.357,0.0299,0.213,0.134,93.005,161385,0.467,"C"
1,"Wants and Needs (feat. Lil Baby)","7,637,626","Drake",56308172,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']","2021-03-05",87,0.578,0.449,-6.349,0.286,0.0618,0.119,136.006,192956,0.1,"C#/Db"
0,"Bezos I","7,516,291","Bo Burnham",1042079,"['comic']","2021-06-10",84,0.694,0.948,-5.307,0.0361,0.00936,0.139,115.044,58149,0.705,"D"
0,"Love Again","7,465,445","Dua Lipa",1250353,"[]","2021-08-13",0,0.659,0.667,-4.668,0.0339,0.00173,0.1,115.982,258004,0.468,"B"
0,"Goosebumps - Remix","7,452,633","Travis Scott, HVME",17719446,"['rap', 'slap house']","2021-01-15",87,0.841,0.593,-7.846,0.0379,0.418,0.124,124.917,162803,0.808,"C#/Db"
1,"Head & Heart (feat. MNEK)","7,434,252","Joel Corry",207547,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']","2020-07-03",87,0.734,0.874,-3.158,0.0662,0.168,0.0489,122.953,166028,0.905,"G#/Ab"
0,"BED","7,383,369","Joel Corry, RAYE, David Guetta",207547,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']","2021-02-26",87,0.671,0.782,-4.593,0.0341,0.0142,0.333,123.989,178088,0.618,"F#/Gb"
0,"Iko Iko (My Bestie)","7,381,585","Justin Wellington, Small Jam",18228,"['melanesian pop', 'pacific islands pop', 'png pop']","2019-06-03",87,0.862,0.753,-5.356,0.0625,0.131,0.077,105.039,182857,0.827,"F"
0,"Better Believe","7,365,053","Belly, The Weeknd, Young Thug",203972,"['canadian hip hop', 'canadian trap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'trap soul', 'underground hip hop']","2021-07-22",80,0.797,0.573,-7.85,0.319,0.159,0.144,124.995,206629,0.445,"C"
0,"Arcade","7,353,795","Duncan Laurence",287361,"['dutch pop']","2019-03-07",84,0.45,0.329,-12.603,0.0441,0.818,0.135,71.884,183624,0.266,"A"
0,"512","7,336,542","Mora, Jhay Cortez",151486,"['reggaeton', 'trap latino']","2021-02-05",87,0.818,0.673,-7.542,0.148,0.348,0.172,87.961,193636,0.695,"E"
1,"positions","7,244,853","Ariana Grande",67158068,"['dance pop', 'pop', 'post-teen pop']","2020-10-30",86,0.737,0.802,-4.771,0.0878,0.468,0.0931,144.015,172325,0.682,"C"
1,"Circles","7,156,162","Post Malone",33651775,"['dfw rap', 'melodic rap', 'rap']","2019-09-06",87,0.695,0.762,-3.497,0.0395,0.192,0.0863,120.042,215280,0.553,"C"
0,"Blaues Licht","7,084,292","RAF Camora, Bonez MC",1329531,"['german hip hop']","2021-07-16",78,0.819,0.835,-4.899,0.102,0.398,0.252,144.955,144264,0.703,"G#/Ab"
0,"Ram Pam Pam","7,064,003","Natti Natasha, Becky G",6341942,"['latin', 'latin pop', 'rap latina', 'reggaeton', 'trap latino']","2021-04-20",86,0.908,0.813,-2.749,0.0777,0.305,0.278,97.018,200785,0.924,"F"
0,"In Da Getto","6,984,262","J Balvin, Skrillex",1250353,"[]","2021-08-12",2,0.915,0.72,-3.126,0.0459,0.025,0.0942,126.986,131067,0.631,"G#/Ab"
0,"Woman","6,858,466","Doja Cat",8640063,"['dance pop', 'pop']","2021-06-25",86,0.824,0.764,-4.175,0.0854,0.0888,0.117,107.998,172627,0.881,"F"
0,"t r a n s p a r e n t s o u l feat. Travis Barker","6,853,994","WILLOW",1521837,"['afrofuturism', 'dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop']","2021-04-27",85,0.39,0.83,-5.201,0.0563,0.0021,0.156,90.021,168030,0.191,"B"
0,"Clash (feat. Stormzy)","6,825,463","Dave",1427540,"['uk hip hop']","2021-07-08",79,0.871,0.519,-6.549,0.258,0.313,0.0869,140.013,251733,0.532,"D"
0,"Before You Go","6,813,800","Lewis Capaldi",8384096,"['pop', 'uk pop']","2019-11-22",83,0.459,0.575,-4.858,0.0573,0.604,0.0885,111.881,215107,0.183,"D#/Eb"
0,"Levitating","6,799,831","Dua Lipa",27142474,"['dance pop', 'pop', 'uk pop']","2020-10-01",89,0.702,0.825,-3.787,0.0601,0.00883,0.0674,102.977,203064,0.915,"F#/Gb"
0,"Reckless","6,711,375","Madison Beer",3363988,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']","2021-06-04",86,0.386,0.426,-6.642,0.0363,0.807,0.14,180.104,203385,0.261,"D#/Eb"
0,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]","6,709,106","BANDIDO",16074,"[]","2021-06-16",85,0.769,0.812,-2.088,0.0825,0.281,0.0781,180.003,280274,0.926,"C#/Db"
0,"Believer","6,699,895","Imagine Dragons",35285425,"['modern rock', 'pop', 'rock']","2017-06-23",86,0.776,0.78,-4.374,0.128,0.0622,0.081,124.949,204347,0.666,"A#/Bb"
1,"Lemonade (feat. Gunna, Don Toliver & NAV)","6,697,067","Internet Money",411579,"['pop rap', 'rap', 'trap']","2020-08-14",82,0.799,0.66,-6.153,0.079,0.256,0.111,140.04,195429,0.471,"C#/Db"
0,"Talking to the Moon","6,660,319","Bruno Mars",32574754,"['dance pop', 'pop', 'post-teen pop']","2010-10-05",83,0.523,0.606,-4.754,0.0301,0.512,0.106,145.837,217867,0.065,"C#/Db"
1,"Roses - Imanbek Remix","6,653,690","SAINt JHN",742692,"['melodic rap', 'pop rap', 'rap', 'slap house', 'trap']","2020-11-20",72,0.769,0.719,-5.472,0.0474,0.0143,0.359,121.955,176867,0.863,"G#/Ab"
0,"Sal y Perrea","6,635,076","Sech",8758283,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']","2021-04-15",86,0.786,0.899,-0.515,0.127,0.192,0.299,90.025,216510,0.813,"A#/Bb"
0,"Fulanito","6,614,072","Becky G, El Alfa",10356559,"['dance pop', 'latin', 'latin pop', 'latin viral pop', 'pop', 'rap latina', 'reggaeton', 'trap latino']","2021-06-03",86,0.93,0.837,-4.632,0.187,0.256,0.239,111.898,158532,0.821,"G"
0,"París","6,584,896","Ingratax",56699,"[]","2021-07-09",86,0.57,0.455,-5.748,0.0996,0.441,0.0654,167.933,151429,0.399,"C#/Db"
0,"lovely (with Khalid)","6,569,547","Billie Eilish",47014200,"['electropop', 'pop']","2018-04-19",86,0.351,0.296,-10.109,0.0333,0.934,0.095,115.284,200186,0.12,"E"
0,"Sunflower - Spider-Man: Into the Spider-Verse","6,546,948","Post Malone, Swae Lee",1250353,"[]","2018-12-14",82,0.76,0.479,-5.574,0.0466,0.556,0.0703,89.911,158040,0.913,"D"
0,"double take","6,539,852","dhruv",73211,"['chill r&b', 'nyc pop']","2019-05-24",86,0.663,0.434,-11.177,0.0648,0.828,0.249,109.075,171743,0.225,"G#/Ab"
1,"Streets","6,502,302","Doja Cat",8640063,"['dance pop', 'pop']","2019-11-07",86,0.749,0.463,-8.433,0.0842,0.21,0.338,90.035,226987,0.189,"B"
0,"By Your Side (feat. Tom Grennan)","6,488,622","Calvin Harris",21942793,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']","2021-06-04",85,0.733,0.96,-3.597,0.0295,0.0514,0.287,124.01,189672,0.811,"G"
0,"MORENA","6,469,500","Luan Santana",5420471,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']","2021-06-17",85,0.526,0.731,-4.662,0.0887,0.18,0.0891,86.959,193221,0.476,"B"
0,"Shape of You","6,452,492","Ed Sheeran",83293380,"['pop', 'uk pop']","2017-03-03",85,0.825,0.652,-3.183,0.0802,0.581,0.0931,95.977,233713,0.931,"C#/Db"
1,"Señorita","6,317,487","Shawn Mendes, Camila Cabello",33879560,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']","2019-06-21",82,0.759,0.54,-6.039,0.0287,0.037,0.0945,116.947,190960,0.75,"A"
1,"Hold On","6,300,416","Justin Bieber",1250353,"[]","2021-08-13",0,0.658,0.634,-5.797,0.0413,0.0106,0.132,139.98,170813,0.29,"C#/Db"
0,"Perfect","6,278,765","Ed Sheeran",83293380,"['pop', 'uk pop']","2017-03-03",86,0.599,0.448,-6.312,0.0232,0.163,0.106,95.05,263400,0.168,"G#/Ab"
0,"2:50 Remix","6,244,011","MYA, TINI, Duki",282045,"['latin pop']","2021-06-21",85,0.818,0.812,-4.425,0.0475,0.112,0.234,139.966,231708,0.844,"A"
1,"LA NOCHE DE ANOCHE","6,242,863","Bad Bunny, ROSALÍA",36142273,"['latin', 'reggaeton', 'trap latino']","2020-11-27",86,0.856,0.618,-4.892,0.286,0.0303,0.0866,81.993,203201,0.391,"G"
1,"ROCKSTAR (feat. Roddy Ricch)","6,180,056","DaBaby",7593046,"['north carolina hip hop', 'rap']","2020-04-17",86,0.746,0.69,-7.956,0.164,0.247,0.101,89.977,181733,0.497,"B"
1,"Heather","6,164,795","Conan Gray",3794081,"['alt z', 'bedroom pop', 'electropop', 'indie pop', 'pop', 'post-teen pop']","2020-03-20",86,0.357,0.425,-7.301,0.0333,0.584,0.322,102.078,198040,0.27,"F"
1,"you broke me first","6,152,121","Tate McRae",1647262,"['alt z', 'dance pop', 'pop', 'post-teen pop']","2020-04-17",86,0.667,0.373,-9.389,0.05,0.785,0.0906,124.148,169266,0.0823,"E"
0,"The Nights","6,136,340","Avicii",20270895,"['dance pop', 'edm', 'pop', 'pop dance']","2014-01-01",85,0.527,0.835,-5.298,0.0433,0.0166,0.249,125.983,176658,0.654,"F#/Gb"
0,"Riptide","6,089,242","Vance Joy",2421254,"['folk-pop', 'modern rock', 'pop', 'pop rock']","2014-09-09",78,0.484,0.731,-6.694,0.0379,0.431,0.151,101.654,204280,0.51,"C#/Db"
0,"Smells Like Teen Spirit","6,065,267","Nirvana",13261089,"['grunge', 'permanent wave', 'rock']","1991-09-26",77,0.502,0.912,-4.556,0.0564,0.0000255,0.106,116.761,301920,0.72,"C#/Db"
1,"enough for you","6,040,918","Olivia Rodrigo",6266514,"['pop']","2021-05-21",86,0.638,0.259,-10.706,0.0898,0.753,0.219,88.485,202827,0.269,"G"
0,"Daddy Issues","6,014,443","The Neighbourhood",6662605,"['modern alternative rock', 'modern rock', 'pop']","2015-10-30",85,0.588,0.521,-9.461,0.0329,0.0678,0.123,85.012,260173,0.337,"A#/Bb"
0,"Aquelas Coisas","6,012,839","João Gomes",409173,"[]","2021-06-01",84,0.682,0.873,-4.163,0.0449,0.402,0.0946,150.006,147072,0.964,"F#/Gb"
0,"Miss The Rage (feat. Playboi Carti)","5,952,490","Trippie Redd",6430522,"['melodic rap', 'rap', 'trap']","2021-05-07",85,0.584,0.859,-5.616,0.121,0.0144,0.847,77.005,236883,0.369,"G#/Ab"
1,"Memories","5,928,329","Maroon 5",32262679,"['pop', 'pop rock']","2021-06-11",85,0.775,0.327,-7.241,0.0557,0.841,0.0821,91.05,189486,0.595,"B"
0,"Another Love","5,914,661","Tom Odell",1838616,"['pop']","2013-09-17",67,0.445,0.537,-8.532,0.04,0.695,0.0941,122.764,244360,0.131,"E"
