"TOP 15","Song Name","Streams","Artist","Artist Followers","Genre","Release Date","Popularity","Danceability","Energy","Loudness","Speechiness","Acousticness","Liveness","Tempo","Duration (ms)","Valence","Chord"
0,"Cloud 9","5,252,767","Beach Bunny",618444,"['bubblegrunge', 'chicago indie', 'indie pop', 'pop']","2020-02-14",81,0.637,0.929,-3.593,0.0491,0.00167,0.344,80.974,147351,0.902,"E"
0,"Tout l'univers","5,174,437","Gjon's Tears",32257,"[]","2021-03-10",69,0.534,0.365,-9.187,0.033,0.81,0.158,123.466,183707,0.237,"A"
0,"Headshot (feat. Polo G & Fivio Foreign)","5,174,298","Lil Tjay",3553442,"['brooklyn drill', 'melodic rap', 'nyc rap']","2021-04-02",81,0.808,0.639,-7.266,0.279,0.0802,0.15,118,144349,0.395,"C#/Db"
0,"Mask","5,156,496","Dream",727731,"['dream smp']","2021-05-21",76,0.636,0.749,-4.197,0.0631,0.195,0.107,117.904,174936,0.653,"C#/Db"
0,"10 Years","5,152,139","Daði Freyr",169137,"['icelandic pop', 'sunnlensk tonlist']","2021-03-13",70,0.798,0.621,-6.916,0.0391,0.0141,0.0926,123.038,166000,0.443,"D"
0,"Choker","5,150,176","Twenty One Pilots",20823062,"['modern rock', 'rock']","2021-05-21",72,0.7,0.664,-8.211,0.0394,0.306,0.249,142.009,223066,0.585,"G"
0,"a p p l y i n g . p r e s s u r e","15,967,986","J. Cole",14097410,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","2021-05-14",71,0.699,0.759,-5.302,0.311,0.0814,0.312,83.092,177337,0.404,"C#/Db"
0,"1 0 0 . m i l �? (with Bas)","15,171,655","J. Cole",14097410,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","2021-05-14",72,0.711,0.647,-5.667,0.0822,0.334,0.312,125.092,163302,0.227,"D"
0,"p u n c h i n �? . t h e . c l o c k","14,051,831","J. Cole",14097410,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","2021-05-14",70,0.769,0.74,-6.579,0.378,0.197,0.171,94.104,112579,0.692,"B"
0,"t h e . c l i m b . b a c k","12,648,655","J. Cole",14097410,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","2021-05-14",70,0.618,0.632,-6.973,0.346,0.0526,0.353,81.446,306257,0.319,"B"
0,"h u n g e r . o n . h i l l s i d e (with Bas)","11,647,489","J. Cole",14097410,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","2021-05-14",71,0.563,0.703,-5.756,0.0702,0.126,0.213,94.983,238972,0.294,"D"
0,"c l o s e","10,712,648","J. Cole",14097410,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']","2021-05-14",82,0.597,0.587,-7.026,0.137,0.0622,0.214,140.021,218802,0.0753,"G"
0,"WITHOUT YOU (with Miley Cyrus)","6,081,034","The Kid LAROI",2230022,"['australian hip hop']","2021-04-30",81,0.655,0.469,-6.257,0.0292,0.173,0.0956,92.56,161385,0.467,"C"
0,"Snow Tha Product: Bzrp Music Sessions, Vol. 39","5,595,839","Bizarrap, Snow Tha Product",3126961,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']","2021-04-28",78,0.83,0.748,-5.362,0.162,0.354,0.0992,133.028,177443,0.523,"C#/Db"
0,"Travesuras - Remix","5,518,444","Nio Garcia, Casper Magico, Ozuna, Wisin & Yandel, Myke Towers, Flow La Movie",2123734,"['latin', 'reggaeton', 'trap latino']","2021-03-11",81,0.739,0.788,-5.198,0.0731,0.0513,0.282,175.996,324426,0.473,"C#/Db"
0,"Bubblegum Bitch","5,375,782","MARINA",2918229,"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'uk alternative pop']","2012-04-30",73,0.495,0.856,-5.123,0.0311,0.000219,0.103,158.024,154667,0.609,"C"
1,"Falling","5,294,368","Harry Styles",16112621,"['pop', 'post-teen pop']","2019-12-13",83,0.567,0.267,-6.502,0.0299,0.839,0.089,110.011,240133,0.0592,"E"
0,"Explícito","5,278,449","Myke Towers",6150675,"['trap latino']","2020-12-15",81,0.828,0.83,-3.371,0.047,0.348,0.0613,95.007,195066,0.422,"D"
0,"No Te Enamores - Remix","5,218,146","Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",22718,"['reggaeton', 'reggaeton flow', 'trap latino']","2020-11-20",79,0.824,0.837,-4.603,0.107,0.573,0.271,100.021,289933,0.58,"F"
0,"PROBLEMA","5,215,973","Daddy Yankee",1250353,"[]","2021-08-09",0,0.773,0.8,-3.17,0.0987,0.0613,0.0327,89.988,184507,0.842,"A#/Bb"
1,"Lonely (with benny blanco)","5,191,697","Justin Bieber",48504126,"['canadian pop', 'pop', 'post-teen pop']","2020-10-16",80,0.631,0.239,-7.071,0.0398,0.864,0.116,79.859,149297,0.0927,"B"
0,"Cupid's Chokehold / Breakfast in America","5,165,035","Gym Class Heroes",1275345,"['dance pop', 'pop rap']","2005-02-22",81,0.72,0.744,-6.938,0.12,0.237,0.255,78.953,243773,0.619,"C#/Db"
0,"If the World Was Ending - feat. Julia Michaels","5,127,736","JP Saxe",280585,"['alt z', 'canadian contemporary r&b', 'indie cafe pop', 'pop', 'pop rock', 'post-teen pop']","2019-10-17",82,0.464,0.473,-10.086,0.129,0.866,0.109,75.801,208687,0.604,"C#/Db"
0,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)","7,347,891","DJ Khaled",6278835,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","2021-04-30",76,0.757,0.721,-2.906,0.0691,0.00196,0.647,124.036,165366,0.364,"E"
0,"Body","5,831,357","Russ Millions, Tion Wayne",323203,"['london rap']","2021-04-22",84,0.883,0.674,-8.043,0.357,0.21,0.0678,141.02,278085,0.73,"B"
1,"everything i wanted","5,448,680","Billie Eilish",1250353,"[]","2021-08-13",0,0.704,0.225,-14.454,0.0994,0.901,0.106,120.006,245426,0.243,"F#/Gb"
0,"What You Need","5,346,005","Don Toliver",1605329,"['rap', 'trap']","2021-05-04",76,0.664,0.655,-7.327,0.0461,0.059,0.17,129.987,217609,0.13,"A#/Bb"
0,"L-Gante: Bzrp Music Sessions, Vol.38","5,290,877","Bizarrap, L-Gante",3126961,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']","2021-03-10",80,0.553,0.819,-3.083,0.257,0.368,0.0915,87.913,192348,0.761,"D"
0,"HOLIDAY","5,264,232","Lil Nas X",5473565,"['lgbtq+ hip hop', 'pop rap']","2020-11-13",83,0.81,0.511,-6.924,0.164,0.12,0.0832,151.947,154998,0.837,"F"
0,"At My Worst","5,258,000","Pink Sweat$",942628,"['bedroom soul', 'pop']","2020-07-17",79,0.813,0.415,-5.926,0.0349,0.777,0.131,91.921,170345,0.667,"C"
1,"Life Is Good (feat. Drake)","5,241,227","Future",10488292,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","2020-01-10",81,0.676,0.609,-5.831,0.481,0.0706,0.152,142.037,237735,0.508,"D"
0,"Extasy","5,203,700","187 Strassenbande, Bonez MC, Frauenarzt",1223734,"['german hip hop', 'hamburg hip hop']","2021-05-13",67,0.863,0.739,-5.879,0.153,0.0289,0.0931,129.964,174021,0.547,"A"
1,"Wishing Well","5,125,706","Juice WRLD",19085118,"['chicago rap', 'melodic rap']","2020-07-10",83,0.65,0.613,-6.13,0.128,0.00336,0.267,149.972,194621,0.0804,"A"
0,"Fan de Tus Fotos","5,103,863","Nicky Jam, Romeo Santos",14826679,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']","2021-02-08",79,0.728,0.689,-5.718,0.0725,0.293,0.109,170.089,197647,0.431,"G"
0,"Tapão Na Raba","5,088,848","Raí Saia Rodada",1260752,"['forro']","2021-01-22",80,0.808,0.796,-3.169,0.0305,0.462,0.155,128.048,175047,0.799,"C#/Db"
0,"Machu Picchu","5,062,404","Camilo, Evaluna Montaner",10561047,"['colombian pop', 'reggaeton colombiano']","2021-03-01",76,0.788,0.789,-2.39,0.124,0.397,0.226,167.897,179005,0.867,"C"
1,"Come & Go (with Marshmello)","5,037,124","Juice WRLD",19085118,"['chicago rap', 'melodic rap']","2020-07-10",83,0.625,0.814,-5.181,0.0657,0.0172,0.158,144.991,205485,0.535,"C"
0,"Robbery","5,024,884","Juice WRLD",19085118,"['chicago rap', 'melodic rap']","2019-03-08",83,0.685,0.692,-5.122,0.0457,0.328,0.153,159.966,240051,0.578,"D"
0,"Paradigmas","5,018,076","Jorge & Mateus",15013645,"['sertanejo', 'sertanejo universitario']","2021-04-22",72,0.686,0.789,-4.103,0.126,0.322,0.4,157.932,157355,0.822,"C#/Db"
0,"SugarCrash!","5,018,005","ElyOtto",85617,"['weirdcore']","2020-08-25",80,0.748,0.734,-6.499,0.124,0.524,0.0975,97.753,80081,0.368,"C"
0,"durag activity (with Travis Scott)","7,939,784","Baby Keem",279741,"['hip hop', 'rap', 'trap', 'underground hip hop']","2021-04-30",75,0.89,0.701,-5.712,0.342,0.00306,0.0895,80.462,225020,0.505,"C"
0,"love race (feat. Kellin Quinn)","6,325,080","Machine Gun Kelly",3864419,"['ohio hip hop', 'pop rap']","2021-04-29",76,0.517,0.848,-4.054,0.0521,0.00581,0.214,95.906,188779,0.429,"A#/Bb"
1,"POPSTAR (feat. Drake)","6,127,103","DJ Khaled",6278835,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","2020-07-17",80,0.8,0.56,-4.818,0.261,0.057,0.134,163.071,200221,0.45,"F"
0,"LET IT GO (feat. Justin Bieber & 21 Savage)","6,083,338","DJ Khaled",6278835,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","2021-04-30",75,0.877,0.444,-7.547,0.172,0.24,0.169,129.06,165527,0.658,"G#/Ab"
0,"Girl From Rio","5,768,836","Anitta",10740222,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']","2021-05-21",69,0.732,0.604,-7.472,0.0443,0.0112,0.219,139.982,195429,0.732,"C"
1,"On The Ground","5,655,879","ROSÉ",1094731,"[]","2021-03-12",74,0.311,0.607,-6.578,0.11,0.0174,0.131,188.7,168086,0.286,"C#/Db"
0,"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","5,480,722","Taylor Swift",42227614,"['pop', 'post-teen pop']","2021-04-09",74,0.66,0.817,-6.269,0.0521,0.162,0.0667,135.942,277592,0.714,"B"
0,"when the party's over","5,467,596","Billie Eilish",1250353,"[]","2021-08-13",0,0.484,0.103,-14.075,0.0627,0.979,0.0895,124.011,199931,0.194,"C#/Db"
0,"Otra Noche Sin Ti","5,377,794","J Balvin, Khalid",29051363,"['latin', 'reggaeton', 'reggaeton colombiano']","2021-04-09",80,0.503,0.548,-7.564,0.164,0.0751,0.145,94.036,228920,0.441,"C"
0,"Met Him Last Night (feat. Ariana Grande)","5,200,695","Demi Lovato",20331923,"['dance pop', 'pop', 'post-teen pop']","2021-04-02",72,0.538,0.512,-4.548,0.0262,0.22,0.101,144.978,204632,0.12,"E"
0,"Back In Blood (feat. Lil Durk)","5,198,209","Pooh Shiesty",423237,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']","2020-11-06",75,0.759,0.538,-8.256,0.384,0.151,0.126,146.933,184490,0.831,"G#/Ab"
0,"Run It Up (feat. Offset & Moneybagg Yo)","5,107,084","Lil Tjay",3553442,"['brooklyn drill', 'melodic rap', 'nyc rap']","2021-04-02",81,0.88,0.575,-6.091,0.163,0.415,0.109,120.031,232048,0.671,"F#/Gb"
0,"Mi Niña","5,026,961","Wisin, Myke Towers, Los Legendarios",6929075,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']","2020-09-23",79,0.823,0.821,-3.402,0.166,0.31,0.143,99.999,213314,0.791,"G#/Ab"
1,"As I Am (feat. Khalid)","5,896,065","Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']","2021-03-19",72,0.595,0.543,-8.149,0.038,0.127,0.0975,99.928,174406,0.109,"B"
0,"Come Through (feat. Chris Brown)","5,531,998","H.E.R.",4138951,"['alternative r&b', 'dance pop', 'pop', 'r&b']","2021-04-23",74,0.615,0.422,-8.019,0.0504,0.604,0.112,135.859,214094,0.185,"F"
0,"Goosebumps","5,496,962","HVME",17719446,"['rap', 'slap house']","2021-01-15",87,0.841,0.593,-7.846,0.0379,0.418,0.124,124.917,162803,0.808,"C#/Db"
0,"Put Your Records On","5,181,180","Ritt Momney",100463,"['bedroom pop']","2020-04-24",81,0.399,0.491,-10.778,0.0538,0.0563,0.11,91.066,210463,0.151,"F#/Gb"
0,"Facas - Ao Vivo","5,141,640","Diego & Victor Hugo, Bruno & Marrone",1585593,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']","2020-10-15",79,0.443,0.509,-5.995,0.0536,0.615,0.472,160.984,196380,0.69,"D"
0,"Train Wreck","5,081,800","James Arthur",8446147,"['pop', 'post-teen pop', 'talent show', 'uk pop']","2016-10-28",82,0.311,0.485,-5.726,0.0365,0.701,0.0726,77.355,208827,0.225,"F#/Gb"
1,"Monster (Shawn Mendes & Justin Bieber)","5,069,268","Shawn Mendes",33893352,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']","2020-11-20",79,0.652,0.383,-7.076,0.0516,0.0676,0.0828,145.765,178994,0.549,"D"
1,"In Your Eyes","5,054,319","The Weeknd",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']","2020-03-20",81,0.667,0.719,-5.371,0.0346,0.00285,0.0736,100.021,237520,0.717,"G"
0,"SAD!","5,051,338","XXXTENTACION",29566516,"['emo rap', 'miami hip hop']","2018-03-16",84,0.74,0.613,-4.88,0.145,0.258,0.123,75.023,166606,0.473,"G#/Ab"
0,"Good Without","4,998,044","Mimi Webb",130801,"['alt z', 'indie cafe pop', 'pop', 'uk pop']","2021-03-26",81,0.616,0.576,-5.495,0.0532,0.0723,0.375,89.962,182121,0.269,"B"
0,"hot girl bummer","4,992,396","blackbear",4270131,"['electropop', 'pop', 'pop rap']","2020-08-21",83,0.782,0.559,-7.106,0.0767,0.125,0.385,129.992,188344,0.685,"F#/Gb"
0,"When I Was Your Man","4,945,935","Bruno Mars",32603394,"['dance pop', 'pop', 'post-teen pop']","2012-12-07",82,0.612,0.28,-8.648,0.0434,0.932,0.088,72.795,213827,0.387,"C"
0,"LOCATION","4,940,701","KAROL G, Anuel AA, J Balvin",1250353,"[]","2021-08-12",0,0.772,0.758,-3.891,0.0482,0.0433,0.295,115.977,265240,0.654,"A"
0,"Stressed Out","4,913,147","Twenty One Pilots",20823062,"['modern rock', 'rock']","2015-05-15",83,0.734,0.637,-5.677,0.141,0.0462,0.0602,169.977,202333,0.648,"E"
0,"Ski","7,753,784","Young Stoner Life, Young Thug, Gunna",61930,"['rap', 'trap']","2021-04-16",78,0.953,0.621,-7.638,0.221,0.017,0.0398,123.016,152333,0.883,"G#/Ab"
0,"Diamonds Dancing (feat. Travis Scott)","7,515,766","Young Stoner Life, Young Thug, Gunna",61930,"['rap', 'trap']","2021-04-16",69,0.851,0.703,-7.351,0.303,0.00949,0.0895,74.017,242600,0.596,"E"
1,"Love Story (Taylor’s Version)","6,202,933","Taylor Swift",42227614,"['pop', 'post-teen pop']","2021-04-09",73,0.627,0.792,-4.311,0.031,0.13,0.0845,119.054,235767,0.415,"D"
0,"Ele É Ele, Eu Sou Eu","5,380,517","Wesley Safadão, Os Barões Da Pisadinha",9907270,"['forro']","2020-11-12",73,0.758,0.763,-8.754,0.0768,0.23,0.0703,163.946,155210,0.854,"C#/Db"
0,"Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo","5,159,208","Os Barões Da Pisadinha",4271775,"['forro', 'piseiro']","2021-02-19",80,0.593,0.932,-2.324,0.0526,0.302,0.133,171.977,147876,0.913,"G#/Ab"
1,"willow","5,016,865","Taylor Swift",42227614,"['pop', 'post-teen pop']","2020-12-11",79,0.392,0.574,-9.195,0.17,0.833,0.145,81.112,214707,0.529,"G"
0,"Why'd You Only Call Me When You're High?","4,976,405","Arctic Monkeys",12375514,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']","2013-09-09",82,0.691,0.631,-6.478,0.0368,0.0483,0.104,92.004,161124,0.8,"D"
0,"Afterglow","4,965,330","Ed Sheeran",1250353,"[]","2021-08-13",0,0.641,0.324,-5.851,0.0299,0.698,0.328,110.184,185487,0.273,"B"
0,"LA CANCIÓN","4,959,754","J Balvin, Bad Bunny",29051363,"['latin', 'reggaeton', 'reggaeton colombiano']","2019-06-28",83,0.754,0.646,-5.795,0.317,0.152,0.108,176.089,242573,0.429,"G"
0,"You Belong With Me (Taylor’s Version)","9,872,084","Taylor Swift",42227614,"['pop', 'post-teen pop']","2021-04-09",73,0.632,0.773,-4.856,0.0346,0.0623,0.0885,130.033,231124,0.474,"F#/Gb"
0,"Fearless (Taylor’s Version)","9,676,024","Taylor Swift",42227614,"['pop', 'post-teen pop']","2021-04-09",69,0.569,0.741,-4.963,0.0282,0.0122,0.333,100.118,241592,0.43,"F"
0,"X Gon' Give It To Ya","8,638,360","DMX",2815928,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']","2007-06-12",73,0.761,0.899,-3.09,0.183,0.0135,0.0719,95.027,217587,0.673,"A#/Bb"
0,"Fifteen (Taylor’s Version)","7,852,063","Taylor Swift",42227614,"['pop', 'post-teen pop']","2021-04-09",66,0.559,0.646,-4.61,0.0272,0.116,0.32,95.466,294419,0.289,"G"
0,"The Way I Loved You (Taylor’s Version)","7,736,262","Taylor Swift",42227614,"['pop', 'post-teen pop']","2021-04-09",72,0.402,0.732,-4.665,0.0484,0.0033,0.108,161.032,243137,0.472,"F"
0,"You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault)","7,712,896","Taylor Swift",42227614,"['pop', 'post-teen pop']","2021-03-26",65,0.589,0.496,-7.606,0.0377,0.818,0.101,142.731,220839,0.44,"D"
0,"Hey Stephen (Taylor’s Version)","7,385,864","Taylor Swift",42227614,"['pop', 'post-teen pop']","2021-04-09",66,0.788,0.571,-6.135,0.0296,0.106,0.0934,115.99,254255,0.797,"F#/Gb"
0,"White Horse (Taylor’s Version)","7,039,222","Taylor Swift",42227614,"['pop', 'post-teen pop']","2021-04-09",65,0.423,0.517,-7.377,0.0486,0.369,0.177,185.262,234516,0.366,"C"
0,"Forever & Always (Taylor’s Version)","6,566,059","Taylor Swift",42227614,"['pop', 'post-teen pop']","2021-04-09",66,0.598,0.821,-4.433,0.0447,0.0231,0.143,128.03,225328,0.673,"A#/Bb"
0,"Breathe (feat. Colbie Caillat) (Taylor’s Version)","6,508,683","Taylor Swift",42227614,"['pop', 'post-teen pop']","2021-04-09",64,0.506,0.626,-6.066,0.0287,0.156,0.228,148.035,263377,0.321,"C#/Db"
0,"Ruff Ryders' Anthem","5,988,511","DMX",2815928,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']","1998-05-01",72,0.88,0.577,-8.093,0.302,0.0564,0.201,90.991,214440,0.74,"A#/Bb"
0,"That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault)","5,889,939","Taylor Swift",42227614,"['pop', 'post-teen pop']","2021-04-09",67,0.588,0.608,-7.062,0.0365,0.225,0.092,90.201,189496,0.508,"F"
0,"Tell Me Why (Taylor’s Version)","5,885,151","Taylor Swift",42227614,"['pop', 'post-teen pop']","2021-04-09",63,0.578,0.909,-3.669,0.0628,0.0222,0.333,100.023,200576,0.541,"G"
0,"You’re Not Sorry (Taylor’s Version)","5,860,405","Taylor Swift",42227614,"['pop', 'post-teen pop']","2021-04-09",64,0.506,0.444,-4.99,0.0285,0.0538,0.123,133.873,261843,0.241,"F#/Gb"
0,"Chica Ideal","5,217,052","Sebastian Yatra, Guaynaa",1250353,"[]","2021-08-09",0,0.574,0.891,-3.665,0.157,0.0847,0.16,100.978,183240,0.707,"C"
1,"Relación - Remix","5,206,614","Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",8758283,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']","2020-09-04",80,0.793,0.771,-3.417,0.0959,0.0337,0.284,171.943,247308,0.835,"F"
0,"Don’t You (Taylor’s Version) (From The Vault)","5,197,564","Taylor Swift",42227614,"['pop', 'post-teen pop']","2021-04-09",65,0.563,0.473,-11.548,0.0503,0.514,0.109,101.934,208609,0.405,"D#/Eb"
0,"We Were Happy (Taylor’s Version) (From The Vault)","5,189,423","Taylor Swift",42227614,"['pop', 'post-teen pop']","2021-04-09",64,0.609,0.373,-8.819,0.0263,0.849,0.0779,106.007,244237,0.13,"C"
0,"WACHA","5,172,999","KHEA, Duki",3198705,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']","2021-04-01",75,0.737,0.634,-4.25,0.0424,0.345,0.111,94.927,206360,0.528,"D#/Eb"
0,"Dancing With The Devil","5,836,326","Demi Lovato",20338833,"['dance pop', 'pop', 'post-teen pop']","2021-03-26",66,0.413,0.64,-5.811,0.0427,0.273,0.11,75.245,243992,0.149,"G#/Ab"
0,"Gone","5,427,638","ROSÉ",1099480,"[]","2021-03-12",71,0.647,0.377,-6.003,0.0375,0.594,0.0768,79.936,207164,0.653,"F#/Gb"
0,"What Other People Say","5,413,003","Sam Fischer, Demi Lovato",122746,"['alt z', 'australian pop', 'dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'uk pop']","2021-02-04",77,0.652,0.472,-8.084,0.0399,0.158,0.121,126.904,194890,0.24,"G"
0,"Hello (feat. A Boogie Wit da Hoodie)","5,323,062","Pop Smoke",6852509,"['brooklyn drill']","2020-07-20",82,0.905,0.647,-5.065,0.107,0.0187,0.282,130.97,190534,0.367,"A#/Bb"
0,"Hasta Abajo","5,269,163","Kevin Roldan, Bryant Myers, Lyanno",4026643,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton colombiano', 'reggaeton flow', 'trap latino']","2019-10-04",77,0.714,0.671,-5.119,0.362,0.289,0.325,169.732,229827,0.641,"F"
0,"Take You Dancing","5,176,493","Jason Derulo",9778632,"['dance pop', 'pop', 'pop rap', 'post-teen pop']","2020-07-22",82,0.789,0.711,-4.248,0.041,0.0332,0.0876,112.985,190306,0.753,"D"
0,"Unstable (feat. The Kid LAROI)","5,137,645","Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']","2021-03-19",74,0.495,0.333,-10.109,0.0288,0.737,0.112,99.757,158324,0.37,"E"
1,"Stuck with U (with Justin Bieber)","5,094,660","Ariana Grande",67208170,"['dance pop', 'pop', 'post-teen pop']","2020-05-08",84,0.597,0.45,-6.658,0.0418,0.223,0.382,178.765,228482,0.537,"G#/Ab"
0,"Hayloft","5,086,382","Mother Mother",2110870,"['indie pop', 'vancouver indie']","2008-09-23",81,0.527,0.922,-2.666,0.0728,0.00475,0.422,95.975,181680,0.49,"A"
0,"Esquema Preferido (feat. Tarcísio do Acordeon)","5,078,174","DJ Ivis",342930,"['piseiro']","2020-11-26",73,0.676,0.823,-4.386,0.102,0.242,0.0773,160.013,190680,0.907,"F"
0,"Además de Mí - Remix","5,060,336","Rusherking, KHEA, Duki, Maria Becerra, LIT killah, Tiago PZK",301217,"['trap argentino', 'trap latino', 'trap triste']","2021-03-04",78,0.397,0.613,-5.077,0.0549,0.0396,0.192,78.4,330040,0.405,"F#/Gb"
0,"Payphone","5,052,717","Maroon 5, Wiz Khalifa",32279979,"['pop', 'pop rock']","2012-01-01",74,0.739,0.756,-4.828,0.0394,0.0136,0.37,110.028,231387,0.523,"E"
0,"Ghost","5,013,450","Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']","2021-03-19",71,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,153190,0.441,"D"
0,"Off My Face","5,004,111","Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']","2021-03-19",75,0.509,0.228,-8.68,0.0332,0.92,0.104,90.674,156468,0.586,"E"
0,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track","4,972,518","Jack Harlow",1053324,"['deep underground hip hop', 'kentucky hip hop', 'pop rap', 'rap']","2020-12-11",73,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,227478,0.835,"B"
0,"Take on Me","4,969,662","a-ha",1560784,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']","1985-06-01",84,0.573,0.902,-7.638,0.054,0.018,0.0928,84.412,225280,0.876,"F#/Gb"
0,"BEBÉ","4,967,348","Camilo, El Alfa",10580764,"['colombian pop', 'reggaeton colombiano']","2020-11-25",78,0.862,0.72,-4.048,0.0379,0.487,0.0604,129.972,198707,0.965,"E"
0,"Tu Veneno","6,007,541","J Balvin",29067437,"['latin', 'reggaeton', 'reggaeton colombiano']","2021-03-19",76,0.664,0.659,-4.232,0.0873,0.0625,0.0874,175.826,157320,0.797,"A#/Bb"
0,"Deserve You","5,837,372","Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']","2021-03-19",69,0.677,0.633,-7.831,0.0771,0.0314,0.112,89.934,187239,0.409,"G"
0,"2 Much","5,794,583","Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']","2021-03-19",70,0.583,0.444,-8.601,0.0456,0.593,0.353,119.59,152796,0.167,"A"
1,"Tusa","5,510,113","KAROL G, Nicki Minaj",17792779,"['latin', 'reggaeton', 'reggaeton colombiano']","2019-11-07",80,0.803,0.715,-3.28,0.298,0.295,0.0574,101.085,200960,0.574,"D"
0,"Una Locura","5,466,954","Ozuna, J Balvin, Chencho Corleone",29238936,"['latin', 'puerto rican pop', 'reggaeton', 'trap latino']","2020-09-04",81,0.714,0.761,-4.596,0.0427,0.139,0.241,168.022,230693,0.906,"F"
0,"Loved By You (feat. Burna Boy)","5,419,040","Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']","2021-03-19",69,0.79,0.724,-6.972,0.0852,0.0696,0.113,101.04,159250,0.642,"C#/Db"
0,"Girls Like Us","5,410,730","Zoe Wees",203555,"['german pop']","2021-01-12",78,0.444,0.648,-4.955,0.0476,0.288,0.059,125.706,189000,0.171,"C#/Db"
0,"Lemon Pepper Freestyle (feat. Rick Ross)","5,365,747","Drake",56327031,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']","2021-03-05",76,0.77,0.637,-5.53,0.345,0.103,0.171,94.966,383037,0.431,"C#/Db"
0,"Esquema Preferido","5,356,696","DJ Ivis, Tarcísio do Acordeon",342930,"['piseiro']","2020-11-26",73,0.676,0.823,-4.386,0.102,0.242,0.0773,160.013,190680,0.907,"F"
0,"Love Not War (The Tampa Beat)","5,326,719","Jason Derulo, Nuka",9778632,"['dance pop', 'pop', 'pop rap', 'post-teen pop']","2020-11-20",79,0.738,0.85,-3.049,0.0642,0.105,0.23,98.013,192921,0.865,"G#/Ab"
0,"Die For You (feat. Dominic Fike)","5,323,412","Justin Bieber",48544923,"['canadian pop', 'pop', 'post-teen pop']","2021-03-19",67,0.728,0.629,-6.629,0.0318,0.00196,0.0847,135.031,198426,0.71,"C#/Db"
0,"Starboy","5,302,285","The Weeknd, Daft Punk",35340069,"['canadian contemporary r&b', 'canadian pop', 'pop']","2016-11-25",83,0.679,0.587,-7.015,0.276,0.141,0.137,186.003,230453,0.486,"G"
0,"La Tóxica","5,255,393","Farruko",10510156,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']","2020-07-24",78,0.659,0.701,-4.107,0.164,0.0882,0.0866,91.97,180520,0.623,"A"
